date,close,volume,daily_change,daily_change_pct
2020-08-11,23.329999923706055,165630300,-3.6700000762939453,-13.59259287516276
2020-03-16,12.0,56056800,-1.6899995803833008,-12.344774522892886
2021-02-02,24.540000915527344,124327400,-2.219999313354492,-8.295961488664211
2025-10-21,43.790000915527344,81395300,-3.9300003051757812,-8.235541082657742
2020-09-21,23.030000686645508,99141400,-1.8999996185302734,-7.621338127845148
2020-09-23,21.170000076293945,98246400,-1.6200008392333984,-7.10838426570512
2021-01-08,23.510000228881836,107226800,-1.75,-6.927949264224792
2024-06-07,26.670000076293945,43868900,-1.8600006103515625,-6.519455189575943
2020-03-12,14.619999885559082,60548700,-1.010000228881836,-6.4619335987635305
2020-03-13,13.6899995803833,66736000,-0.9300003051757812,-6.361151247985918
2025-04-04,27.079999923706055,73174500,-1.8099994659423828,-6.2651419320933694
2016-11-11,16.469999313354492,50069500,-1.0900001525878906,-6.207290351585407
2025-04-03,28.889999389648438,46008100,-1.8700008392333984,-6.0793264802305735
2020-02-28,15.529999732971191,68662300,-0.9399995803833008,-5.707344381132511
2020-03-18,11.210000038146973,63234600,-0.6700000762939453,-5.639731227607618
2020-11-09,22.5,70212000,-1.2900009155273438,-5.422450045747502
2016-10-04,16.940000534057617,27964600,-0.9300003051757812,-5.204254401230779
2019-09-05,17.40999984741211,53305900,-0.9300003051757812,-5.070884936958697
2024-04-22,24.93000030517578,37156900,-1.2700004577636719,-4.8473298503109925
2021-06-17,24.049999237060547,74182600,-1.210000991821289,-4.790185989142611
2023-05-11,22.200000762939453,29635300,-1.1099987030029297,-4.761899306882092
2016-12-15,15.180000305175781,22111100,-0.75,-4.708097838242471
2023-02-03,20.56999969482422,36695700,-1.0,-4.63606867940732
2024-08-05,24.860000610351562,36392900,-1.1800003051757812,-4.53149102799056
2023-10-02,19.420000076293945,41002700,-0.9200000762939453,-4.523107519135845
2023-03-07,18.450000762939453,26097500,-0.8699989318847656,-4.503100132645635
2024-11-06,28.43000030517578,33038000,-1.3199996948242188,-4.436973764115021
2025-10-17,46.9900016784668,86492600,-2.1799964904785156,-4.433590749766091
2018-08-15,13.569999694824219,25279400,-0.6000003814697266,-4.234300481575241
2019-09-25,16.709999084472656,29406000,-0.7300014495849609,-4.185788000174549
2020-10-28,21.780000686645508,38142200,-0.9499988555908203,-4.179493509560155
2023-06-20,21.260000228881836,24042200,-0.9200000762939453,-4.147881260755709
2022-09-23,17.360000610351562,23917100,-0.7299995422363281,-4.035376097727102
2016-03-23,14.510000228881836,14398800,-0.6099996566772461,-4.034389294274062
2021-09-29,19.950000762939453,56579700,-0.8299999237060547,-3.9942247174200673
2022-12-05,20.440000534057617,24402700,-0.8500003814697266,-3.992486354708418
2020-02-25,16.709999084472656,42614700,-0.6900005340576172,-3.9655203976142355
2020-10-06,21.729999542236328,31902000,-0.8900012969970703,-3.9345767638231126
2022-07-14,17.0,33596000,-0.6900005340576172,-3.900511663237069
2020-12-22,23.43000030517578,41845300,-0.9499988555908203,-3.8966320274514263
2020-08-19,24.8799991607666,72926400,-1.0,-3.8639877605404784
2024-07-25,25.40999984741211,31711400,-1.0200004577636719,-3.859252538729352
2020-09-30,21.639999389648438,43717700,-0.8600006103515625,-3.8222249348958335
2022-05-12,19.1200008392334,35998000,-0.75,-3.774534314659524
2023-12-04,22.459999084472656,30668300,-0.8700008392333984,-3.729107767160231
2021-09-16,21.25,52910400,-0.8199996948242188,-3.7154495068548745
2017-03-02,16.799999237060547,15848300,-0.6400012969970703,-3.669732095175381
2024-06-21,26.979999542236328,26827500,-1.0200004577636719,-3.6428587777273993
2018-02-02,15.65999984741211,17895900,-0.5900001525878906,-3.6307701697716346
2025-10-27,42.400001525878906,42914100,-1.5900001525878906,-3.6144580402828197
