date,close,volume,daily_change,daily_change_pct
2015-12-30,13.210000038146973,2850000,-0.06000041961669922,-0.4521508481304966
2015-12-31,13.1899995803833,3489100,-0.020000457763671875,-0.15140391904554024
2016-01-04,13.1899995803833,4617100,0.0,0.0
2016-01-05,13.3100004196167,3722800,0.12000083923339844,0.9097865280592466
2016-01-06,13.359999656677246,3414700,0.049999237060546875,0.37565165653080235
2016-01-07,13.619999885559082,9669500,0.26000022888183594,1.9461095476292878
2016-01-08,13.300000190734863,5897700,-0.31999969482421875,-2.3494838290234186
2016-01-11,13.220000267028809,3799100,-0.07999992370605469,-0.6015031771336723
2016-01-12,13.170000076293945,4588400,-0.05000019073486328,-0.3782162611567088
2016-01-13,13.489999771118164,7780900,0.31999969482421875,2.429762285273024
2016-01-14,13.1899995803833,6130700,-0.3000001907348633,-2.2238709846174944
2016-01-15,13.239999771118164,6320200,0.05000019073486328,0.3790765149774954
2016-01-19,13.359999656677246,4689300,0.11999988555908203,0.9063435621868414
2016-01-20,13.479999542236328,5764500,0.11999988555908203,0.8982027593025186
2016-01-21,13.460000038146973,4268400,-0.01999950408935547,-0.14836427869816943
2016-01-22,13.380000114440918,5563700,-0.07999992370605469,-0.5943530719117904
2016-01-25,13.579999923706055,3474800,0.19999980926513672,1.494766872604722
2016-01-26,13.819999694824219,7802400,0.23999977111816406,1.7673031845840161
2016-01-27,13.8100004196167,4311800,-0.009999275207519531,-0.07235365722377257
2016-01-28,13.569999694824219,4153400,-0.24000072479248047,-1.7378763034037747
2016-01-29,13.59000015258789,3640400,0.020000457763671875,0.14738731181622886
2016-02-01,13.670000076293945,3404200,0.07999992370605469,0.5886675703297959
2016-02-02,13.619999885559082,2957300,-0.05000019073486328,-0.36576584093493847
2016-02-03,13.949999809265137,10054200,0.3299999237060547,2.422906949183933
2016-02-04,14.170000076293945,7021100,0.2200002670288086,1.5770628676474359
2016-02-05,14.34000015258789,5446000,0.1700000762939453,1.1997182454384823
2016-02-08,14.59000015258789,13566900,0.25,1.7433751557867547
2016-02-09,14.510000228881836,6803800,-0.07999992370605469,-0.5483202389950953
2016-02-10,14.550000190734863,5097000,0.039999961853027344,0.27567168312932416
2016-02-11,14.949999809265137,21500000,0.39999961853027344,2.7491382356474805
2016-02-12,14.989999771118164,7130900,0.039999961853027344,0.2675582766779549
2016-02-16,14.510000228881836,8638300,-0.4799995422363281,-3.2021317516039094
2016-02-17,14.539999961853027,4999900,0.029999732971191406,0.20675211921415132
2016-02-18,14.760000228881836,7516900,0.2200002670288086,1.513069240756525
2016-02-19,14.640000343322754,5343100,-0.11999988555908203,-0.8130073421291051
2016-02-22,14.430000305175781,5417600,-0.21000003814697266,-1.434426456436204
2016-02-23,14.539999961853027,4406100,0.1099996566772461,0.7622983669500769
2016-02-24,14.520000457763672,8958200,-0.01999950408935547,-0.13754817153938054
2016-02-25,14.40999984741211,5180700,-0.1100006103515625,-0.7575799372151292
2016-02-26,14.020000457763672,10291000,-0.3899993896484375,-2.7064496445395694
2016-02-29,14.199999809265137,4938600,0.17999935150146484,1.2838755037400085
2016-03-01,14.170000076293945,20681200,-0.029999732971191406,-0.2112657279869634
2016-03-02,14.25,9133800,0.07999992370605469,0.5645725001786878
2016-03-03,14.5,10448100,0.25,1.7543859649122806
2016-03-04,14.760000228881836,18755100,0.26000022888183594,1.7931050267712825
2016-03-07,14.899999618530273,8332500,0.1399993896484375,0.9485053352132865
2016-03-08,14.619999885559082,8149000,-0.2799997329711914,-1.8791928868439154
2016-03-09,14.529999732971191,5620700,-0.09000015258789062,-0.6155961237509199
2016-03-10,14.819999694824219,11744600,0.28999996185302734,1.9958703866660445
2016-03-11,14.720000267028809,7177400,-0.09999942779541016,-0.6747599855237126
2016-03-14,14.579999923706055,11305100,-0.1400003433227539,-0.9510892716241275
2016-03-15,14.539999961853027,4692500,-0.039999961853027344,-0.2743481622931302
2016-03-16,14.869999885559082,10300400,0.3299999237060547,2.269600581649509
2016-03-17,15.15999984741211,20688300,0.28999996185302734,1.9502351317074267
2016-03-18,15.029999732971191,8934300,-0.13000011444091797,-0.8575205524366127
2016-03-21,15.0600004196167,5287800,0.030000686645507812,0.19960537044917934
2016-03-22,15.119999885559082,5024200,0.05999946594238281,0.3984028172019791
2016-03-23,14.510000228881836,14398800,-0.6099996566772461,-4.034389294274062
2016-03-24,14.430000305175781,5424900,-0.07999992370605469,-0.5513433662586483
2016-03-28,14.460000038146973,3438300,0.029999732971191406,0.20789835299193338
2016-03-29,14.600000381469727,7704200,0.1400003433227539,0.9681904768562831
2016-03-30,14.489999771118164,7875000,-0.1100006103515625,-0.7534288183387647
2016-03-31,14.680000305175781,5868200,0.1900005340576172,1.3112528437462856
2016-04-01,14.34000015258789,13947100,-0.3400001525878906,-2.3160772855571095
2016-04-04,14.199999809265137,5481000,-0.1400003433227539,-0.976292481402021
2016-04-05,14.420000076293945,7597200,0.2200002670288086,1.5492976759426718
2016-04-06,14.34000015258789,4688200,-0.07999992370605469,-0.5547844887849356
2016-04-07,14.479999542236328,8633900,0.1399993896484375,0.9762858309535811
2016-04-08,14.619999885559082,7946400,0.1400003433227539,0.9668532303084031
2016-04-11,15.140000343322754,13189400,0.5200004577636719,3.5567747047474523
2016-04-12,15.40999984741211,11986500,0.26999950408935547,1.7833520341261702
2016-04-13,15.4399995803833,10558000,0.029999732971191406,0.19467704911255684
2016-04-14,15.34000015258789,7392500,-0.09999942779541016,-0.6476647053958512
2016-04-15,15.460000038146973,9692000,0.11999988555908203,0.7822678250680316
2016-04-18,15.420000076293945,5351100,-0.039999961853027344,-0.2587319647757369
2016-04-19,16.1200008392334,18838300,0.7000007629394531,4.539563939533338
2016-04-20,16.139999389648438,16221600,0.019998550415039062,0.12406047998686154
